code,age_band,level,category,language,question_text,answer_text,accepted_answers,active
RID-3-5-L03-Q08-a4,4,3,nature,en,I fly without any wings and I cry without any eyes. What am I?,a cloud,cloud | clouds,true
RID-3-5-L03-Q09-a4,4,3,everyday,en,I get wet while I am drying you. What am I?,a towel,towel | towels,true
RID-3-5-L03-Q10-a4,4,3,thinking,en,I have a head and a tail but I have no body at all. What am I?,a coin,coin | coins | rupee coin,true
RID-3-5-L01-Q01-a5,5,1,thinking,en,I have cities but no houses and rivers but no water. What am I?,a map,map | maps | atlas,true
RID-3-5-L01-Q02-a5,5,1,thinking,en,What has a face and two hands but no arms and no legs?,a clock,clock | watch | clocks,true
RID-3-5-L01-Q03-a5,5,1,thinking,en,I am always coming tomorrow but I never actually arrive. What am I?,tomorrow,the next day | future,true
RID-3-5-L01-Q04-a5,5,1,animals,en,I am the only bird that can copy the way you talk. What am I?,a parrot,parrot | parrots | tota,true
RID-3-5-L01-Q05-a5,5,1,thinking,en,I have branches but no fruit and no trunk and no leaves. What am I?,a bank,bank | banks,true
RID-3-5-L01-Q06-a5,5,1,thinking,en,I only go up and I can never come down. What am I?,your age,age | my age | how old you are,true
RID-3-5-L01-Q07-a5,5,1,everyday,en,I have a neck and a body but no arms and I hold your flowers. What am I?,a vase,vase | flower vase | flower pot,true
RID-3-5-L01-Q08-a5,5,1,nature,en,I have many rings but I am not jewellery and you count me to know how old a tree is. What am I?,tree rings,rings | growth rings | tree trunk,true
RID-3-5-L01-Q09-a5,5,1,thinking,en,What goes up whenever the rain comes down?,an umbrella,umbrella | umbrellas | chhata,true
RID-3-5-L01-Q10-a5,5,1,thinking,en,I am so delicate that even saying my name will break me. What am I?,silence,quiet | silent,true
RID-3-5-L02-Q01-a5,5,2,thinking,en,I can travel all around the world while staying in one corner. What am I?,a stamp,stamp | postage stamp | stamps,true
RID-3-5-L02-Q02-a5,5,2,nature,en,I have a bank but no money and a bed but I never sleep. What am I?,a river,river | rivers,true
RID-3-5-L02-Q03-a5,5,2,thinking,en,I am tall when I am young and short when I am old. What am I?,a candle,candle | candles | a pencil,true
RID-3-5-L02-Q04-a5,5,2,thinking,en,What can you catch very easily but never ever throw?,a cold,cold | a cough | cough | fever,true
RID-3-5-L02-Q05-a5,5,2,thinking,en,I am a room that you can never walk into. What am I?,a mushroom,mushroom | mushrooms,true
RID-3-5-L02-Q06-a5,5,2,science,en,I am not alive but I grow and I have no lungs but I need air. What am I?,fire,a fire | flame | aag,true
RID-3-5-L02-Q07-a5,5,2,everyday,en,I have a neck but no head and two arms but no hands. What am I?,a shirt,shirt | shirts | sweater,true
RID-3-5-L02-Q08-a5,5,2,animals,en,I live in the ocean but I am not a fish and I have five arms. What am I?,a starfish,starfish | star fish | sea star,true
RID-3-5-L02-Q09-a5,5,2,science,en,I can fill a whole room but I take up no space at all. What am I?,light,sound | air,true
RID-3-5-L02-Q10-a5,5,2,thinking,en,What can you break very easily without ever touching it?,a promise,promise | promises | silence | a rule,true
RID-3-5-L03-Q01-a5,5,3,thinking,en,I have a thumb and four fingers but I am not alive. What am I?,a glove,glove | gloves | dastana,true
RID-3-5-L03-Q02-a5,5,3,science,en,What comes down from the sky but never goes back up?,rain,the rain | rainfall | raindrops,true
RID-3-5-L03-Q03-a5,5,3,thinking,en,What kind of coat can only be put on when it is wet?,a coat of paint,paint | painting | a paint coat,true
RID-3-5-L03-Q04-a5,5,3,thinking,en,I am an odd number. Take away one letter from my name and I become even. What am I?,seven,7 | the number seven,true
RID-3-5-L03-Q05-a5,5,3,thinking,en,I have keys and a screen and you press me to write on a computer. What am I?,a keyboard,keyboard | keyboards | keypad,true
RID-3-5-L03-Q06-a5,5,3,science,en,I follow you all day but you can never step on my head. What am I?,your shadow,shadow | the shadow,true
RID-3-5-L03-Q07-a5,5,3,thinking,en,The person who makes me does not need me and the person who buys me does not use me. What am I?,a coffin,coffin | grave | casket,true
RID-3-5-L03-Q08-a5,5,3,science,en,I am black when you buy me and red when you use me and grey when you throw me away. What am I?,coal,charcoal | coals | koyla,true
RID-3-5-L03-Q09-a5,5,3,thinking,en,What has one head and one foot and four legs?,a bed,bed | beds | a cot,true
RID-3-5-L03-Q10-a5,5,3,science,en,I am found in every home and I turn round and round to keep you cool. What am I?,a fan,fan | fans | ceiling fan,true
